id,parent,iso3166-1:alpha2,name,urls,iso3166-2,short_code
mauritania,africa,['MR'],Mauritania,"{'pbf': 'https://download.geofabrik.de/africa/mauritania-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/mauritania-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/mauritania-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/mauritania-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/mauritania-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/mauritania/', 'updates': 'https://download.geofabrik.de/africa/mauritania-updates'}",,MR
mauritius,africa,['MU'],Mauritius,"{'pbf': 'https://download.geofabrik.de/africa/mauritius-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/mauritius-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/mauritius-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/mauritius-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/mauritius-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/mauritius/', 'updates': 'https://download.geofabrik.de/africa/mauritius-updates'}",,MU
mayotte,france,,Mayotte,"{'pbf': 'https://download.geofabrik.de/europe/france/mayotte-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/france/mayotte-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/france/mayotte-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/france/mayotte-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/france/mayotte/', 'updates': 'https://download.geofabrik.de/europe/france/mayotte-updates'}",,
mazowieckie,poland,,Województwo mazowieckie<br />(Mazovian Voivodeship),"{'pbf': 'https://download.geofabrik.de/europe/poland/mazowieckie-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/poland/mazowieckie-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/poland/mazowieckie-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/poland/mazowieckie-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/poland/mazowieckie-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/poland/mazowieckie/', 'updates': 'https://download.geofabrik.de/europe/poland/mazowieckie-updates'}",,
mecklenburg-vorpommern,germany,,Mecklenburg-Vorpommern,"{'pbf': 'https://download.geofabrik.de/europe/germany/mecklenburg-vorpommern-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/mecklenburg-vorpommern-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/mecklenburg-vorpommern-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/mecklenburg-vorpommern-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/mecklenburg-vorpommern-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/mecklenburg-vorpommern/', 'updates': 'https://download.geofabrik.de/europe/germany/mecklenburg-vorpommern-updates'}",,
melilla,spain,,Melilla,"{'pbf': 'https://download.geofabrik.de/europe/spain/melilla-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/spain/melilla-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/spain/melilla-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/spain/melilla-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/spain/melilla-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/spain/melilla/', 'updates': 'https://download.geofabrik.de/europe/spain/melilla-updates'}",,
merseyside,england,,Merseyside,"{'pbf': 'https://download.geofabrik.de/europe/great-britain/england/merseyside-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/great-britain/england/merseyside-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/great-britain/england/merseyside-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/merseyside-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/great-britain/england/merseyside-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/great-britain/england/merseyside/', 'updates': 'https://download.geofabrik.de/europe/great-britain/england/merseyside-updates'}",,
mexico,north-america,['MX'],Mexico,"{'pbf': 'https://download.geofabrik.de/north-america/mexico-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/mexico-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/mexico-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/mexico-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/mexico-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/mexico/', 'updates': 'https://download.geofabrik.de/north-america/mexico-updates'}",,MX
micronesia,australia-oceania,['FM'],Micronesia,"{'pbf': 'https://download.geofabrik.de/australia-oceania/micronesia-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/australia-oceania/micronesia-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/australia-oceania/micronesia-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/australia-oceania/micronesia-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/australia-oceania/micronesia-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/australia-oceania/micronesia/', 'updates': 'https://download.geofabrik.de/australia-oceania/micronesia-updates'}",,FM
midi-pyrenees,france,,Midi-Pyrenees,"{'pbf': 'https://download.geofabrik.de/europe/france/midi-pyrenees-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/france/midi-pyrenees-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/france/midi-pyrenees-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/france/midi-pyrenees-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/france/midi-pyrenees-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/france/midi-pyrenees/', 'updates': 'https://download.geofabrik.de/europe/france/midi-pyrenees-updates'}",,
mittelfranken,bayern,,Mittelfranken,"{'pbf': 'https://download.geofabrik.de/europe/germany/bayern/mittelfranken-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/bayern/mittelfranken-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/bayern/mittelfranken-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/bayern/mittelfranken-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/bayern/mittelfranken-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/bayern/mittelfranken/', 'updates': 'https://download.geofabrik.de/europe/germany/bayern/mittelfranken-updates'}",,
moldova,europe,['MD'],Moldova,"{'pbf': 'https://download.geofabrik.de/europe/moldova-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/moldova-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/moldova-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/moldova-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/moldova-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/moldova/', 'updates': 'https://download.geofabrik.de/europe/moldova-updates'}",,MD
monaco,europe,['MC'],Monaco,"{'pbf': 'https://download.geofabrik.de/europe/monaco-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/monaco-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/monaco-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/monaco-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/monaco-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/monaco/', 'updates': 'https://download.geofabrik.de/europe/monaco-updates'}",,MC
mongolia,asia,['MN'],Mongolia,"{'pbf': 'https://download.geofabrik.de/asia/mongolia-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/mongolia-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/mongolia-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/mongolia-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/mongolia-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/mongolia/', 'updates': 'https://download.geofabrik.de/asia/mongolia-updates'}",,MN
montenegro,europe,['ME'],Montenegro,"{'pbf': 'https://download.geofabrik.de/europe/montenegro-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/montenegro-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/montenegro-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/montenegro-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/montenegro-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/montenegro/', 'updates': 'https://download.geofabrik.de/europe/montenegro-updates'}",,ME
morocco,africa,['MA'],Morocco,"{'pbf': 'https://download.geofabrik.de/africa/morocco-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/morocco-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/morocco-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/morocco-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/morocco-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/morocco/', 'updates': 'https://download.geofabrik.de/africa/morocco-updates'}",,MA
mozambique,africa,['MZ'],Mozambique,"{'pbf': 'https://download.geofabrik.de/africa/mozambique-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/mozambique-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/mozambique-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/mozambique-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/mozambique-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/mozambique/', 'updates': 'https://download.geofabrik.de/africa/mozambique-updates'}",,MZ
muenster-regbez,nordrhein-westfalen,,Regierungsbezirk Münster,"{'pbf': 'https://download.geofabrik.de/europe/germany/nordrhein-westfalen/muenster-regbez-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/nordrhein-westfalen/muenster-regbez-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/nordrhein-westfalen/muenster-regbez-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/nordrhein-westfalen/muenster-regbez-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/nordrhein-westfalen/muenster-regbez-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/nordrhein-westfalen/muenster-regbez/', 'updates': 'https://download.geofabrik.de/europe/germany/nordrhein-westfalen/muenster-regbez-updates'}",,
murcia,spain,,Murcia,"{'pbf': 'https://download.geofabrik.de/europe/spain/murcia-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/spain/murcia-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/spain/murcia-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/spain/murcia-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/spain/murcia-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/spain/murcia/', 'updates': 'https://download.geofabrik.de/europe/spain/murcia-updates'}",,
myanmar,asia,['MM'],Myanmar (a.k.a. Burma),"{'pbf': 'https://download.geofabrik.de/asia/myanmar-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/myanmar-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/myanmar-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/myanmar-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/myanmar-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/myanmar/', 'updates': 'https://download.geofabrik.de/asia/myanmar-updates'}",,MM
namibia,africa,['NA'],Namibia,"{'pbf': 'https://download.geofabrik.de/africa/namibia-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/namibia-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/namibia-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/namibia-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/namibia-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/namibia/', 'updates': 'https://download.geofabrik.de/africa/namibia-updates'}",,NA
nauru,australia-oceania,['NR'],Nauru,"{'pbf': 'https://download.geofabrik.de/australia-oceania/nauru-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/australia-oceania/nauru-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/australia-oceania/nauru-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/australia-oceania/nauru-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/australia-oceania/nauru-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/australia-oceania/nauru/', 'updates': 'https://download.geofabrik.de/australia-oceania/nauru-updates'}",,NR
navarra,spain,,Navarra,"{'pbf': 'https://download.geofabrik.de/europe/spain/navarra-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/spain/navarra-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/spain/navarra-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/spain/navarra-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/spain/navarra-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/spain/navarra/', 'updates': 'https://download.geofabrik.de/europe/spain/navarra-updates'}",,
nepal,asia,['NP'],Nepal,"{'pbf': 'https://download.geofabrik.de/asia/nepal-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/asia/nepal-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/asia/nepal-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/asia/nepal-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/asia/nepal-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/asia/nepal/', 'updates': 'https://download.geofabrik.de/asia/nepal-updates'}",,NP
netherlands,europe,['NL'],Netherlands,"{'pbf': 'https://download.geofabrik.de/europe/netherlands-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/netherlands-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/netherlands-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/netherlands-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/netherlands/', 'updates': 'https://download.geofabrik.de/europe/netherlands-updates'}",,NL
new-brunswick,canada,,New Brunswick,"{'pbf': 'https://download.geofabrik.de/north-america/canada/new-brunswick-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/canada/new-brunswick-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/canada/new-brunswick-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/canada/new-brunswick-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/canada/new-brunswick-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/canada/new-brunswick/', 'updates': 'https://download.geofabrik.de/north-america/canada/new-brunswick-updates'}",['CA-NB'],CA-NB
new-caledonia,australia-oceania,['NC'],New Caledonia,"{'pbf': 'https://download.geofabrik.de/australia-oceania/new-caledonia-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/australia-oceania/new-caledonia-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/australia-oceania/new-caledonia-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/australia-oceania/new-caledonia-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/australia-oceania/new-caledonia-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/australia-oceania/new-caledonia/', 'updates': 'https://download.geofabrik.de/australia-oceania/new-caledonia-updates'}",['FR-NC'],NC
new-zealand,australia-oceania,['NZ'],New Zealand,"{'pbf': 'https://download.geofabrik.de/australia-oceania/new-zealand-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/australia-oceania/new-zealand-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/australia-oceania/new-zealand-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/australia-oceania/new-zealand-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/australia-oceania/new-zealand-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/australia-oceania/new-zealand/', 'updates': 'https://download.geofabrik.de/australia-oceania/new-zealand-updates'}",,NZ
newfoundland-and-labrador,canada,,Newfoundland and Labrador,"{'pbf': 'https://download.geofabrik.de/north-america/canada/newfoundland-and-labrador-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/canada/newfoundland-and-labrador-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/canada/newfoundland-and-labrador-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/canada/newfoundland-and-labrador-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/canada/newfoundland-and-labrador-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/canada/newfoundland-and-labrador/', 'updates': 'https://download.geofabrik.de/north-america/canada/newfoundland-and-labrador-updates'}",['CA-NL'],CA-NL
nicaragua,central-america,['NI'],Nicaragua,"{'pbf': 'https://download.geofabrik.de/central-america/nicaragua-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/central-america/nicaragua-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/central-america/nicaragua-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/central-america/nicaragua-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/central-america/nicaragua/', 'updates': 'https://download.geofabrik.de/central-america/nicaragua-updates'}",,NI
niederbayern,bayern,,Niederbayern,"{'pbf': 'https://download.geofabrik.de/europe/germany/bayern/niederbayern-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/bayern/niederbayern-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/bayern/niederbayern-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/bayern/niederbayern-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/bayern/niederbayern-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/bayern/niederbayern/', 'updates': 'https://download.geofabrik.de/europe/germany/bayern/niederbayern-updates'}",,
niedersachsen,germany,,Niedersachsen,"{'pbf': 'https://download.geofabrik.de/europe/germany/niedersachsen-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/niedersachsen-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/germany/niedersachsen-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/niedersachsen-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/niedersachsen-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/niedersachsen/', 'updates': 'https://download.geofabrik.de/europe/germany/niedersachsen-updates'}",,
niger,africa,['NE'],Niger,"{'pbf': 'https://download.geofabrik.de/africa/niger-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/niger-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/niger-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/niger-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/niger-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/niger/', 'updates': 'https://download.geofabrik.de/africa/niger-updates'}",,NE
nigeria,africa,['NG'],Nigeria,"{'pbf': 'https://download.geofabrik.de/africa/nigeria-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/africa/nigeria-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/africa/nigeria-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/africa/nigeria-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/africa/nigeria-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/africa/nigeria/', 'updates': 'https://download.geofabrik.de/africa/nigeria-updates'}",,NG
niue,australia-oceania,['NU'],Niue,"{'pbf': 'https://download.geofabrik.de/australia-oceania/niue-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/australia-oceania/niue-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/australia-oceania/niue-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/australia-oceania/niue-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/australia-oceania/niue-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/australia-oceania/niue/', 'updates': 'https://download.geofabrik.de/australia-oceania/niue-updates'}",,NU
noord-brabant,netherlands,,Noord-Brabant,"{'pbf': 'https://download.geofabrik.de/europe/netherlands/noord-brabant-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/netherlands/noord-brabant-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/netherlands/noord-brabant-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/netherlands/noord-brabant-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/netherlands/noord-brabant-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/netherlands/noord-brabant/', 'updates': 'https://download.geofabrik.de/europe/netherlands/noord-brabant-updates'}",,
noord-holland,netherlands,,Noord-Holland,"{'pbf': 'https://download.geofabrik.de/europe/netherlands/noord-holland-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/netherlands/noord-holland-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/netherlands/noord-holland-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/netherlands/noord-holland-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/netherlands/noord-holland-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/netherlands/noord-holland/', 'updates': 'https://download.geofabrik.de/europe/netherlands/noord-holland-updates'}",,
norcal,us/california,,Northern California,"{'pbf': 'https://download.geofabrik.de/north-america/us/california/norcal-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/california/norcal-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/california/norcal-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/california/norcal-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/california/norcal-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/california/norcal/', 'updates': 'https://download.geofabrik.de/north-america/us/california/norcal-updates'}",,
nord-est,italy,,Nord-Est,"{'pbf': 'https://download.geofabrik.de/europe/italy/nord-est-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/italy/nord-est-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/italy/nord-est-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/italy/nord-est-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/italy/nord-est-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/italy/nord-est/', 'updates': 'https://download.geofabrik.de/europe/italy/nord-est-updates'}",,
nord-ovest,italy,,Nord-Ovest,"{'pbf': 'https://download.geofabrik.de/europe/italy/nord-ovest-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/italy/nord-ovest-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/italy/nord-ovest-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/italy/nord-ovest-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/italy/nord-ovest-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/italy/nord-ovest/', 'updates': 'https://download.geofabrik.de/europe/italy/nord-ovest-updates'}",,
nord-pas-de-calais,france,,Nord-Pas-de-Calais,"{'pbf': 'https://download.geofabrik.de/europe/france/nord-pas-de-calais-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/france/nord-pas-de-calais-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/europe/france/nord-pas-de-calais-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/france/nord-pas-de-calais-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/france/nord-pas-de-calais-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/france/nord-pas-de-calais/', 'updates': 'https://download.geofabrik.de/europe/france/nord-pas-de-calais-updates'}",,
nordeste,brazil,,nordeste,"{'pbf': 'https://download.geofabrik.de/south-america/brazil/nordeste-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/south-america/brazil/nordeste-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/south-america/brazil/nordeste-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/south-america/brazil/nordeste-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/south-america/brazil/nordeste-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/south-america/brazil/nordeste/', 'updates': 'https://download.geofabrik.de/south-america/brazil/nordeste-updates'}",,
nordrhein-westfalen,germany,,Nordrhein-Westfalen,"{'pbf': 'https://download.geofabrik.de/europe/germany/nordrhein-westfalen-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/europe/germany/nordrhein-westfalen-latest.osm.bz2', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/europe/germany/nordrhein-westfalen-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/europe/germany/nordrhein-westfalen-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/europe/germany/nordrhein-westfalen/', 'updates': 'https://download.geofabrik.de/europe/germany/nordrhein-westfalen-updates'}",,
