id,parent,iso3166-1:alpha2,name,urls,iso3166-2,short_code
us/illinois,north-america,,us/illinois,"{'pbf': 'https://download.geofabrik.de/north-america/us/illinois-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/illinois-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/illinois-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/illinois-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/illinois-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/illinois/', 'updates': 'https://download.geofabrik.de/north-america/us/illinois-updates'}",['US-IL'],US-IL
us/indiana,north-america,,us/indiana,"{'pbf': 'https://download.geofabrik.de/north-america/us/indiana-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/indiana-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/indiana-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/indiana-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/indiana-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/indiana/', 'updates': 'https://download.geofabrik.de/north-america/us/indiana-updates'}",['US-IN'],US-IN
us/iowa,north-america,,us/iowa,"{'pbf': 'https://download.geofabrik.de/north-america/us/iowa-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/iowa-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/iowa-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/iowa-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/iowa-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/iowa/', 'updates': 'https://download.geofabrik.de/north-america/us/iowa-updates'}",['US-IA'],US-IA
us/kansas,north-america,,us/kansas,"{'pbf': 'https://download.geofabrik.de/north-america/us/kansas-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/kansas-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/kansas-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/kansas-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/kansas-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/kansas/', 'updates': 'https://download.geofabrik.de/north-america/us/kansas-updates'}",['US-KS'],US-KS
us/kentucky,north-america,,us/kentucky,"{'pbf': 'https://download.geofabrik.de/north-america/us/kentucky-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/kentucky-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/kentucky-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/kentucky-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/kentucky-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/kentucky/', 'updates': 'https://download.geofabrik.de/north-america/us/kentucky-updates'}",['US-KY'],US-KY
us/louisiana,north-america,,us/louisiana,"{'pbf': 'https://download.geofabrik.de/north-america/us/louisiana-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/louisiana-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/louisiana-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/louisiana-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/louisiana-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/louisiana/', 'updates': 'https://download.geofabrik.de/north-america/us/louisiana-updates'}",['US-LA'],US-LA
us/maine,north-america,,us/maine,"{'pbf': 'https://download.geofabrik.de/north-america/us/maine-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/maine-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/maine-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/maine-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/maine-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/maine/', 'updates': 'https://download.geofabrik.de/north-america/us/maine-updates'}",['US-ME'],US-ME
us/maryland,north-america,,us/maryland,"{'pbf': 'https://download.geofabrik.de/north-america/us/maryland-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/maryland-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/maryland-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/maryland-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/maryland-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/maryland/', 'updates': 'https://download.geofabrik.de/north-america/us/maryland-updates'}",['US-MD'],US-MD
us/massachusetts,north-america,,us/massachusetts,"{'pbf': 'https://download.geofabrik.de/north-america/us/massachusetts-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/massachusetts-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/massachusetts-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/massachusetts-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/massachusetts-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/massachusetts/', 'updates': 'https://download.geofabrik.de/north-america/us/massachusetts-updates'}",['US-MA'],US-MA
us/michigan,north-america,,us/michigan,"{'pbf': 'https://download.geofabrik.de/north-america/us/michigan-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/michigan-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/michigan-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/michigan-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/michigan-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/michigan/', 'updates': 'https://download.geofabrik.de/north-america/us/michigan-updates'}",['US-MI'],US-MI
us/minnesota,north-america,,us/minnesota,"{'pbf': 'https://download.geofabrik.de/north-america/us/minnesota-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/minnesota-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/minnesota-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/minnesota-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/minnesota-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/minnesota/', 'updates': 'https://download.geofabrik.de/north-america/us/minnesota-updates'}",['US-MN'],US-MN
us/mississippi,north-america,,us/mississippi,"{'pbf': 'https://download.geofabrik.de/north-america/us/mississippi-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/mississippi-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/mississippi-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/mississippi-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/mississippi-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/mississippi/', 'updates': 'https://download.geofabrik.de/north-america/us/mississippi-updates'}",['US-MS'],US-MS
us/missouri,north-america,,us/missouri,"{'pbf': 'https://download.geofabrik.de/north-america/us/missouri-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/missouri-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/missouri-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/missouri-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/missouri-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/missouri/', 'updates': 'https://download.geofabrik.de/north-america/us/missouri-updates'}",['US-MO'],US-MO
us/montana,north-america,,us/montana,"{'pbf': 'https://download.geofabrik.de/north-america/us/montana-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/montana-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/montana-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/montana-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/montana-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/montana/', 'updates': 'https://download.geofabrik.de/north-america/us/montana-updates'}",['US-MT'],US-MT
us/nebraska,north-america,,us/nebraska,"{'pbf': 'https://download.geofabrik.de/north-america/us/nebraska-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/nebraska-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/nebraska-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/nebraska-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/nebraska-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/nebraska/', 'updates': 'https://download.geofabrik.de/north-america/us/nebraska-updates'}",['US-NE'],US-NE
us/nevada,north-america,,us/nevada,"{'pbf': 'https://download.geofabrik.de/north-america/us/nevada-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/nevada-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/nevada-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/nevada-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/nevada-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/nevada/', 'updates': 'https://download.geofabrik.de/north-america/us/nevada-updates'}",['US-NV'],US-NV
us/new-hampshire,north-america,,us/new-hampshire,"{'pbf': 'https://download.geofabrik.de/north-america/us/new-hampshire-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/new-hampshire-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/new-hampshire-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/new-hampshire-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/new-hampshire-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/new-hampshire/', 'updates': 'https://download.geofabrik.de/north-america/us/new-hampshire-updates'}",['US-NH'],US-NH
us/new-jersey,north-america,,us/new-jersey,"{'pbf': 'https://download.geofabrik.de/north-america/us/new-jersey-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/new-jersey-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/new-jersey-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/new-jersey-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/new-jersey-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/new-jersey/', 'updates': 'https://download.geofabrik.de/north-america/us/new-jersey-updates'}",['US-NJ'],US-NJ
us/new-mexico,north-america,,us/new-mexico,"{'pbf': 'https://download.geofabrik.de/north-america/us/new-mexico-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/new-mexico-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/new-mexico-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/new-mexico-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/new-mexico-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/new-mexico/', 'updates': 'https://download.geofabrik.de/north-america/us/new-mexico-updates'}",['US-NM'],US-NM
us/new-york,north-america,,us/new-york,"{'pbf': 'https://download.geofabrik.de/north-america/us/new-york-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/new-york-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/new-york-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/new-york-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/new-york-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/new-york/', 'updates': 'https://download.geofabrik.de/north-america/us/new-york-updates'}",['US-NY'],US-NY
us/north-carolina,north-america,,us/north-carolina,"{'pbf': 'https://download.geofabrik.de/north-america/us/north-carolina-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/north-carolina-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/north-carolina-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/north-carolina-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/north-carolina-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/north-carolina/', 'updates': 'https://download.geofabrik.de/north-america/us/north-carolina-updates'}",['US-NC'],US-NC
us/north-dakota,north-america,,us/north-dakota,"{'pbf': 'https://download.geofabrik.de/north-america/us/north-dakota-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/north-dakota-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/north-dakota-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/north-dakota-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/north-dakota-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/north-dakota/', 'updates': 'https://download.geofabrik.de/north-america/us/north-dakota-updates'}",['US-ND'],US-ND
us/ohio,north-america,,us/ohio,"{'pbf': 'https://download.geofabrik.de/north-america/us/ohio-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/ohio-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/ohio-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/ohio-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/ohio-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/ohio/', 'updates': 'https://download.geofabrik.de/north-america/us/ohio-updates'}",['US-OH'],US-OH
us/oklahoma,north-america,,us/oklahoma,"{'pbf': 'https://download.geofabrik.de/north-america/us/oklahoma-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/oklahoma-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/oklahoma-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/oklahoma-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/oklahoma-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/oklahoma/', 'updates': 'https://download.geofabrik.de/north-america/us/oklahoma-updates'}",['US-OK'],US-OK
us/oregon,north-america,,us/oregon,"{'pbf': 'https://download.geofabrik.de/north-america/us/oregon-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/oregon-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/oregon-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/oregon-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/oregon-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/oregon/', 'updates': 'https://download.geofabrik.de/north-america/us/oregon-updates'}",['US-OR'],US-OR
us/pennsylvania,north-america,,us/pennsylvania,"{'pbf': 'https://download.geofabrik.de/north-america/us/pennsylvania-latest.osm.pbf', 'bz2': 'https://download.geofabrik.de/north-america/us/pennsylvania-latest.osm.bz2', 'shp': 'https://download.geofabrik.de/north-america/us/pennsylvania-latest-free.shp.zip', 'pbf-internal': 'https://osm-internal.download.geofabrik.de/north-america/us/pennsylvania-latest-internal.osm.pbf', 'history': 'https://osm-internal.download.geofabrik.de/north-america/us/pennsylvania-internal.osh.pbf', 'taginfo': 'https://taginfo.geofabrik.de/north-america/us/pennsylvania/', 'updates': 'https://download.geofabrik.de/north-america/us/pennsylvania-updates'}",['US-PA'],US-PA
